"model","waic","dic","Disease"
"Baseline",928.656642067411,939.378247046034,"Argentine haemorrhagic fever"
"biodiv_intact",860.878648920806,870.835686560446,"Argentine haemorrhagic fever"
"crop_cover",909.837910367804,919.63063921986,"Argentine haemorrhagic fever"
"crop_expansion",930.118427552401,940.551765241562,"Argentine haemorrhagic fever"
"evi_dissimilarity",906.346322019865,916.942773224225,"Argentine haemorrhagic fever"
"forest_cover",930.476702963113,941.414876138417,"Argentine haemorrhagic fever"
"forest_loss",930.909692481715,941.24734871808,"Argentine haemorrhagic fever"
"precip_change",928.730835051303,939.456495568855,"Argentine haemorrhagic fever"
"protected_areas",928.155217567288,938.959033626781,"Argentine haemorrhagic fever"
"social_vulnerability",895.242967553171,903.313639703531,"Argentine haemorrhagic fever"
"tmean_change",928.781007923365,939.283565138859,"Argentine haemorrhagic fever"
"urban_cover",853.368472492122,859.426530155714,"Argentine haemorrhagic fever"
"urban_expansion",899.844801379553,908.817901726855,"Argentine haemorrhagic fever"
"health_travel_log",780.220750304559,785.860227003782,"Argentine haemorrhagic fever"
"livestock_log",927.380852885136,937.256573032009,"Argentine haemorrhagic fever"
"Causal (broad)",766.63981903419,771.010705570101,"Argentine haemorrhagic fever"
"Causal (strict)",773.510410239877,778.757446661651,"Argentine haemorrhagic fever"
