"model","waic","dic","Disease"
"Baseline",1264.96327092968,1283.22670339277,"Lassa fever"
"biodiv_intact",1194.04561460553,1210.67165784735,"Lassa fever"
"crop_cover",1262.98101001129,1281.55081576895,"Lassa fever"
"crop_expansion",1265.46188710916,1283.41592361577,"Lassa fever"
"evi_dissimilarity",1193.13619250587,1208.24253409347,"Lassa fever"
"forest_cover",1188.04182816149,1203.25057092191,"Lassa fever"
"forest_loss",1258.9595520127,1278.50475709455,"Lassa fever"
"precip_change",1265.32512141881,1283.53792068188,"Lassa fever"
"protected_areas",1267.54307354148,1284.76232211281,"Lassa fever"
"social_vulnerability",1168.66101765511,1180.99405264212,"Lassa fever"
"tmean_change",1261.64395733075,1279.76781673615,"Lassa fever"
"urban_cover",1102.03067864903,1113.88175153715,"Lassa fever"
"urban_expansion",1130.48097617442,1142.58211165154,"Lassa fever"
"health_travel_log",1163.58553073956,1173.94446498642,"Lassa fever"
"livestock_log",1260.81085895822,1278.8230545358,"Lassa fever"
"Causal (broad)",1102.45250918682,1110.77763195088,"Lassa fever"
"Causal (strict)",1103.243535159,1112.81114439136,"Lassa fever"
