"model","waic","dic","Disease"
"Baseline",864.192136063543,887.706954960979,"Rift Valley Fever"
"biodiv_intact",863.895614302922,886.990415478534,"Rift Valley Fever"
"crop_cover",866.903330597725,890.512434370116,"Rift Valley Fever"
"crop_expansion",868.118469526934,891.609662404777,"Rift Valley Fever"
"evi_dissimilarity",839.289982409721,860.736919014473,"Rift Valley Fever"
"forest_cover",855.2638328961,877.440342572066,"Rift Valley Fever"
"forest_loss",861.150164032407,885.022742459039,"Rift Valley Fever"
"precip_change",852.168053444325,878.359903556422,"Rift Valley Fever"
"protected_areas",869.992755937693,892.120674604272,"Rift Valley Fever"
"social_vulnerability",823.553089277946,846.282001505867,"Rift Valley Fever"
"tmean_change",860.329625922457,884.117484882366,"Rift Valley Fever"
"urban_cover",806.960494274826,822.372267367227,"Rift Valley Fever"
"urban_expansion",834.74552311381,855.27457573029,"Rift Valley Fever"
"livestock_ruminants",867.428642854469,890.107232088847,"Rift Valley Fever"
"health_travel_log",849.060375900734,873.865894582987,"Rift Valley Fever"
"livestock_log",853.888628669304,878.718907983062,"Rift Valley Fever"
"Causal (broad)",789.75865027172,800.19275677449,"Rift Valley Fever"
"Causal (strict)",795.663652475151,809.366739503747,"Rift Valley Fever"
