"biodiv_intact:1","crop_cover:1","crop_expansion:1","evi_dissimilarity:1","forest_cover:1","forest_loss:1","precip_change:1","protected_areas:1","social_vulnerability:1","tmean_change:1","urban_cover:1","health_travel_log:1","type","id","Disease"
-0.237439794901122,0.334465110445685,-0.218577935408843,0.868555493159193,1.22393535442383,0.15321954844228,-0.672612369224669,-0.835394594397361,-0.481506453499437,-0.895162421193288,0.374807971877977,-0.210319420668835,"Majority rule",214683,"Mayaro virus disease"
-0.230947151989932,0.357688489476654,-0.200400689695219,0.751287157404941,1.23768525960716,0.177533808642681,-0.432383153104245,-0.0410166555970436,-0.0634822397384412,-0.523504051641832,0.365598374071422,-0.745213297159389,"Majority rule",214683,"Mayaro virus disease"
-0.303790021453743,0.051403169817883,0.00603672358851102,0.693180827096251,1.2295799604679,0.271725836441016,-0.217355135951855,-0.480117638688061,-0.163423954213466,-0.179008286766686,0.504628756190933,-0.538689729648704,"Majority rule",214683,"Mayaro virus disease"
-0.251656822690895,0.143930341789938,-0.112626283452756,0.998856199019699,1.27403995219249,0.104991693227354,-0.244513575222495,-0.24536028319781,-0.305297414438022,-0.455346286712013,0.347018409358806,-0.665140107404539,"Majority rule",214683,"Mayaro virus disease"
0.00925681127316264,0.172701064483315,-0.191872502615058,1.04744131171441,1.07103085472931,-0.0585209198153914,-0.245163451183821,-0.214637968264808,-0.138634201647514,-0.655960957704416,0.387463551397272,-0.814973214775435,"Majority rule",214683,"Mayaro virus disease"
-0.275118794967688,0.552159716889407,-0.317816201780312,0.526162660418606,0.880685199814887,0.395790359502825,-0.442229216054293,0.0328251491451295,-0.106016321531227,-0.309316598063655,0.519341984699848,-0.662096828844733,"Majority rule",214683,"Mayaro virus disease"
-0.0734940355031581,-0.0980420784535414,0.125706615084412,1.03624568660231,0.808080701697802,0.249889230754837,-0.266517161729859,-0.406133179193144,-0.0586577667043993,-0.484306818398763,0.259794829521756,-0.319637444261608,"Majority rule",214683,"Mayaro virus disease"
-0.3495848490827,0.0192487773202576,-0.0630269954739265,0.966517511918301,1.54221678952462,0.27161194830428,-0.395585900934894,-0.278644397320031,-0.364039231302773,-0.611443836812768,0.19306032663797,-0.864750404443985,"Majority rule",214683,"Mayaro virus disease"
-0.67129369817636,0.526607303888405,-0.0286018592637416,0.735603849654815,1.36750452234373,0.131984809730943,-0.574085455834375,-0.204452416761971,-0.0185723854431096,-0.383759562873724,0.774697579695601,-0.580345380239088,"Majority rule",214683,"Mayaro virus disease"
-0.100029982884752,-0.0255819610300089,-0.234838567048867,1.08876071094167,1.06243528282304,0.143941572656335,-0.258531299459857,-0.528481859786912,-0.360074387280107,-0.216642033559096,0.314369730509958,-0.517860466832995,"Majority rule",214683,"Mayaro virus disease"
-0.272944725342066,0.205725303254842,-0.0167236735255783,0.8396936100794,0.94078915459888,0.318628625936621,0.109274350677108,-0.23462255083099,0.0132207000807863,-0.282544594796515,0.466470352098188,-0.538512444879623,"Majority rule",214683,"Mayaro virus disease"
-0.0888888082599553,0.40542572895063,-0.175446335474082,0.774338846940089,0.830597469667471,0.359778030252521,-0.259799553765636,-0.127394833542512,-0.209727590101895,0.16023459420735,0.320833733242871,-0.256245469901239,"Majority rule",214683,"Mayaro virus disease"
-0.353285305332311,0.448122292649447,-0.14795280620948,0.954461833503842,1.01375853035237,0.25833586960018,-0.100668072590974,-0.205823260278292,-0.379205305217118,-0.139531907466654,0.44874281720024,-0.571373520153329,"Majority rule",214683,"Mayaro virus disease"
-0.336842154179326,0.129144149271626,0.0597274023710881,0.948786945272176,1.01180532690182,0.277389370001243,-0.254262200635029,-0.250220553387852,-0.355531324842144,-0.357725722259513,0.137050419620482,-0.614607801929869,"Majority rule",214683,"Mayaro virus disease"
-0.173365566647964,-0.0814546406846418,-0.188225767283514,0.647226281007305,0.371977198351438,0.202825882666418,-0.0888815973113652,0.0269321013848654,-0.451187123224071,-0.0204636615848769,0.0422502842930318,-0.323609919652669,"Majority rule",214683,"Mayaro virus disease"
0.111048509286207,0.213614725785003,0.0156071493138201,0.617882739663981,0.619462361887682,0.250095999742716,-0.311448787527855,-0.185367618637808,-0.756795550788507,0.00359785767166931,0.380910719793028,0.190355739322182,"Majority rule",214683,"Mayaro virus disease"
-0.180151577718764,0.433811898983472,-0.184891134951862,1.2262358469632,1.25700986668891,0.362883818028614,-0.0542833595778775,0.0489833187082092,-0.415833794268187,0.0582040752504863,0.145581278176615,-0.621807841189555,"Majority rule",214683,"Mayaro virus disease"
-0.393690766226325,0.0823045564040276,0.0430461941137884,0.643850301817514,1.19176562038098,0.115833154400778,0.0454512564541941,-0.0731587356976625,-0.409782391721254,0.143626221008027,0.346033175559559,-0.641956783781983,"Majority rule",214683,"Mayaro virus disease"
-0.32772515260539,-0.316723134907967,0.208745014143001,1.08552873510478,1.10671677195741,-0.0370151535160978,-0.213728034869486,-0.271682724379627,-0.206420296983493,-0.217718700309302,0.350012116808027,-0.545364474189895,"Majority rule",214683,"Mayaro virus disease"
-0.204882979444537,0.21249689730571,0.0289448113626363,0.665399498017884,1.33824027448571,0.190581515475836,-0.232343522546901,-0.254914307195858,-0.286026432640562,-0.0900504548571382,0.383015363032935,-0.675534177362303,"Majority rule",214683,"Mayaro virus disease"
0.000393416951439157,0.0474018771355104,-0.250805829523843,0.676442838622454,0.672452365707387,-0.126995423011746,0.0681529571094403,-0.405074518846841,-0.113438630765104,0.128054007341609,0.274310747589745,-0.646440844362069,"Majority rule",214683,"Mayaro virus disease"
