"mean","sd","lower","median","upper","mode","kld","param","model","type","Disease","Num_observations"
-3.69905783051344,0.417515938277876,-4.50591009529518,-3.70470322472188,-2.85237084836414,-3.70870279541124,8.08400310348058e-06,"Intercept","mod","Causal (broad)","Japanese encephalitis",1849
-0.126059418498637,0.137867514436486,-0.396439722818393,-0.126080493943402,0.144440983384846,-0.126121797289433,2.5931237108918e-12,"biodiv_intact","mod","Causal (broad)","Japanese encephalitis",1849
-0.00649229143131043,0.13134209513715,-0.263911386664488,-0.00656615953059989,0.251344550819561,-0.00671390116482497,3.46713570568766e-11,"crop_cover","mod","Causal (broad)","Japanese encephalitis",1849
-0.0377473324421564,0.079752442588288,-0.194028719725841,-0.0377957211743562,0.118807964919801,-0.0378923355812339,6.30007746601679e-11,"crop_expansion","mod","Causal (broad)","Japanese encephalitis",1849
0.000893201160600182,0.0967151082118082,-0.188906206054536,0.000926535054152975,0.190504114089369,0.000993223551405368,1.66185512070445e-11,"evi_dissimilarity","mod","Causal (broad)","Japanese encephalitis",1849
-0.0538916802228106,0.115488724020817,-0.280356343684826,-0.0539135520534899,0.172697252250556,-0.0539567739311089,1.03705310853469e-11,"forest_loss","mod","Causal (broad)","Japanese encephalitis",1849
-0.206317140018445,0.339798448391769,-0.308036875778839,-0.206278025629703,-0.104820070577497,-1.35249319494747,7.75608490807829e-11,"health_travel","mod","Causal (broad)","Japanese encephalitis",1849
-0.44292931738604,0.156792217352772,-0.752128603737392,-0.442383825206718,-0.136827691954408,-0.441311640115718,1.23833241901684e-09,"precip_change","mod","Causal (broad)","Japanese encephalitis",1849
0.219428816237459,0.0850177501564173,0.0527640791641215,0.219396343472992,0.386279125028986,0.219333255488048,2.29640840973234e-11,"protected_areas","mod","Causal (broad)","Japanese encephalitis",1849
-0.618089271475073,0.188191005967663,-0.984038324218225,-0.619317083702328,-0.245147919422934,-0.621706871196276,4.40623258663052e-09,"tmean_change","mod","Causal (broad)","Japanese encephalitis",1849
0.759196335821245,0.0813220699669485,0.60046397962484,0.758919174952988,0.919524071519295,0.758399331048692,1.22435789708162e-09,"urban_cover","mod","Causal (broad)","Japanese encephalitis",1849
0.502181635040184,0.13657225407145,0.234711770324377,0.502027058223009,0.770525465242334,0.50171808851041,1.24229134043697e-10,"livestock_log","mod","Causal (broad)","Japanese encephalitis",1849
-3.69319253020908,0.429665366890635,-4.52236049060152,-3.69963601622242,-2.81872171778461,-3.70370460473025,2.07360220161068e-05,"Intercept","mod","Causal (strict)","Japanese encephalitis",1849
0.0247666806691099,0.103643537607869,-0.178304789041897,0.0246871219653687,0.228287599872325,0.0245275856568455,6.17401724189834e-11,"crop_cover","mod","Causal (strict)","Japanese encephalitis",1849
-0.19375390411806,0.329610009837338,-0.292412509617111,-0.193720195460341,-0.0952874925630846,-1.270196735121,6.37097262788414e-11,"health_travel","mod","Causal (strict)","Japanese encephalitis",1849
-0.435380122303937,0.157271298584287,-0.745586759686775,-0.434813972824716,-0.128387839215625,-0.433700437239477,1.32863704582946e-09,"precip_change","mod","Causal (strict)","Japanese encephalitis",1849
-0.598826708024611,0.190267171839358,-0.968422127523608,-0.600216674087307,-0.221281917482236,-0.602888657753491,5.54430116169083e-09,"tmean_change","mod","Causal (strict)","Japanese encephalitis",1849
0.789833456325219,0.0630736018105394,0.667094814636246,0.789479505539105,0.914637440740082,0.788838937627516,3.38447844553728e-09,"urban_cover","mod","Causal (strict)","Japanese encephalitis",1849
0.488329176038467,0.134783416745021,0.224522659260396,0.488116614151219,0.753340350036376,0.487694536954139,2.44718002620848e-10,"livestock_log","mod","Causal (strict)","Japanese encephalitis",1849
