"mean","sd","lower","median","upper","mode","kld","param","model","type","Disease","Num_observations"
-1.3396019626396,0.991014555589031,-3.14285404994387,-1.37752081536215,0.711160659219738,-1.42852582178823,3.22850543448417e-07,"Intercept","mod","Causal (broad)","Jamestown Canyon virus disease",173
-0.0942301343556047,0.189039614287503,-0.468529882860634,-0.0931741189990318,0.274065953425275,-0.0911232418326989,3.95373897599878e-09,"crop_expansion","mod","Causal (broad)","Jamestown Canyon virus disease",173
0.424922148671929,0.231711753760702,-0.0296774110903479,0.424815300759596,0.880179789702932,0.424653001059402,6.54541787937157e-10,"evi_dissimilarity","mod","Causal (broad)","Jamestown Canyon virus disease",173
0.682967007981194,0.315207236951929,0.0650689394470778,0.68270512275645,1.30243571768173,0.682269151816079,3.91070961858463e-10,"forest_cover","mod","Causal (broad)","Jamestown Canyon virus disease",173
-0.224621682909468,0.287309579288873,-0.78606746845029,-0.225394106500614,0.341202856497391,-0.226923363758536,7.1079229131689e-10,"forest_loss","mod","Causal (broad)","Jamestown Canyon virus disease",173
-0.135776582919728,0.344037809080935,-0.807377407288264,-0.137770780384825,0.546467207831819,-0.142132635396426,7.35547427529521e-09,"precip_change","mod","Causal (broad)","Jamestown Canyon virus disease",173
-0.120375265811518,0.151448261863288,-0.416722377175575,-0.120624247748108,0.17738988341077,-0.12111223086774,2.79851109695308e-10,"protected_areas","mod","Causal (broad)","Jamestown Canyon virus disease",173
0.247059172009058,0.166121205267443,-0.0799643801920246,0.247433070856385,0.571962756360878,0.248172041410444,5.63347402781707e-10,"urban_cover","mod","Causal (broad)","Jamestown Canyon virus disease",173
0.167970913394221,0.216104853730854,-0.257877207422931,0.168570173920829,0.590461603420076,0.169788723444197,1.0173812679986e-09,"livestock_log","mod","Causal (broad)","Jamestown Canyon virus disease",173
-1.35676358215506,1.00411365906266,-3.18786685087326,-1.3920253513555,0.712294978133724,-1.43453181227573,3.34166263248829e-07,"Intercept","mod","Causal (strict)","Jamestown Canyon virus disease",173
0.407879719873479,0.231046096684359,-0.0453011982468429,0.407735395033733,0.86191470812065,0.407483848864741,6.27395978771981e-10,"evi_dissimilarity","mod","Causal (strict)","Jamestown Canyon virus disease",173
0.471654159950539,0.258182335608316,-0.0291192702170352,0.469519830208611,0.984646079248218,0.465435478550498,6.86251906567383e-09,"forest_cover","mod","Causal (strict)","Jamestown Canyon virus disease",173
-0.122539458820071,0.343237475015185,-0.79326282084259,-0.124323176989119,0.557657373571674,-0.128244029344689,7.19870618627936e-09,"precip_change","mod","Causal (strict)","Jamestown Canyon virus disease",173
0.20767338264443,0.149532737194377,-0.0859915907161571,0.207750688335505,0.500894504893287,0.207898112952131,1.65622441684094e-10,"urban_cover","mod","Causal (strict)","Jamestown Canyon virus disease",173
